indId,themaId,displayEU,indCode,indShortName,indLongName,indUnit,indFilter,indURL,indPeriod,indDivider,indDescEn
10,1,0,"tps00001","Population","Population totale au 1er janvier","millions de personnes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tps00001&plugin=1","2015","1000000","Cet indicateur présente le nombre d’habitants d’un pays au 1er janvier (ou, dans certains cas, au 31 décembre de l’année précédente). La population est calculée soit à partir des données obtenues lors du dernier recensement, ajustées à l’aide des composantes de la variation de la population depuis ce dernier recensement, soit à partir des registres de population. "
10,1,0,"proj_13npms","Population in 2080","Population in 2080 (projected)","millions de personnes","age:TOTAL|sex:T","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-376628_QID_-751B0A69_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BAGE,L,Z,0%3BSEX,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-376628SEX,T%3BDS-376628AGE,TOTAL%3BDS-376628INDICATORS,OBS_FLAG%3B&rankName1=SEX_1_2_-1_2&rankName2=AGE_1_2_-1_2&rankName3=INDICATORS_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23,%23%23%23.%23%23%23","2080","1000000","Cet indicateur présente la taille probable de la population totale en 2080. <br>Il s’agit d’un scénario hypothétique visant à fournir des informations sur la taille et la structure d’âge probables de la population, s’appuyant sur des hypothèses concernant l’évolution future de la fécondité, de l’espérance de vie et de la migration."
10,1,1,"demo_pjanind-1","Âge médian de la population","Âge médian de la population totale","années","indic_de:MEDAGEPOP","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-054158_QID_-706348A0_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_DE,L,Z,0%3BINDICATORS,C,Z,1%3B&zSelection=DS-054158INDICATORS,OBS_FLAG%3BDS-054158INDIC_DE,MEDAGEPOP%3B&rankName1=INDIC-DE_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","1000000","Cet indicateur présente l’âge médian de la population totale. L’âge médian est la valeur divisant la population d’un pays en deux groupes égaux, la moitié des habitants étant donc plus jeune que cet âge et la seconde moitié plus âgée."
10,1,1,"demo_pjanind-2","Population âgée de 15 à 24 ans","Population âgée de 15 à 24 ans","% de la population totale","indic_de:PC_Y15_24","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-054158_QID_-831095D_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_DE,L,Z,0%3BINDICATORS,C,Z,1%3B&zSelection=DS-054158INDICATORS,OBS_FLAG%3BDS-054158INDIC_DE,MEDAGEPOP%3B&rankName1=INDIC-DE_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente la population âgée de 15 à 24 ans, exprimée en % de la population totale."
10,1,1,"tps00010","Population aged 80+","Population âgée de 80 ans et plus","% de la population totale",,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-054158_QID_-6F333A14_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_DE,L,Z,0%3BINDICATORS,C,Z,1%3B&zSelection=DS-054158INDICATORS,OBS_FLAG%3BDS-054158INDIC_DE,PC_Y15_24%3B&rankName1=INDIC-DE_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente la population âgée de 80 ans et plus, exprimée en % de la population totale."
10,1,1,"tps00003","Densité de population ","Densité de population ","habitants par km2",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=2&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tps00003&plugin=1","2013","","Cet indicateur présente le nombre d’habitants par kilomètre carré. "
10,1,1,"tsdde220","Taux de fécondité","Taux de fécondité","nombre moyen d’enfants par femme",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tsdde220&plugin=1","2013","","Cet indicateur présente le nombre moyen d’enfants vivants auxquels une femme donnerait naissance durant sa vie, si elle traversait ses années de procréation en se conformant aux taux de fécondité par âge mesurés lors d’une année donnée. <br>En l’absence de flux migratoires, un taux de fécondité de 2,1 est nécessaire pour maintenir constante la taille de la population. "
10,1,1,"tesem010","Taux d’emploi","Taux d’emploi","% de personnes occupées âgées de 20 à 64 ans ","sex:T","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&pcode=tesem010&language=en","2014","","Cet indicateur présente le taux d’emploi des personnes âgées de 20 à 64 ans. Il s’agit de la proportion de personnes occupant un emploi âgées de 20 à 64 ans par rapport à la population totale du même groupe d’âge. <br>Les personnes occupant un emploi sont les personnes qui ont travaillé au moins une heure contre rémunération ou en vue d’un bénéfice ou d’un gain familial durant la semaine de référence ou qui n’ont pas travaillé pendant celle-ci, mais avaient un emploi ou une activité dont elles étaient temporairement absentes. Cet indicateur couvre les travailleurs salariés et indépendants. Il est mesuré selon la définition de l’Organisation internationale du travail (OIT). "
10,1,1,"tesem140","Taux de chômage des jeunes","Taux de chômage des jeunes","% de chômeurs de moins de 25 ans",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tesem140&plugin=1","2014","","Cet indicateur présente le taux de chômage des jeunes âgés de 15 à 24 ans. Il exprime le nombre de jeunes chômeurs en proportion (en %) de la population active du même âge. <br>Les chômeurs sont les personnes qui 1) étaient sans travail pendant la semaine de référence, mais sont actuellement disponibles pour travailler, et 2) étaient activement à la recherche d’un travail au cours des quatre semaines précédentes ou avaient déjà trouvé un emploi devant débuter dans les trois mois suivants. <br>La population active comprend les personnes occupées et les chômeurs. Cet indicateur est mesuré selon la définition de l’Organisation internationale du travail (OIT). "
10,1,1,"tsdde420","Durée de vie au travail","Durée de vie au travail","années","sex:T","http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tsdde420&language=en","2014","","Cet indicateur présente le nombre d’années durant lesquelles une personne âgée de 15 ans devrait être active sur le marché du travail (c’est-à-dire en situation d’emploi) tout au long de sa vie."
10,1,1,"tps00012","Mariages","Taux de nuptialité (Nombre de mariages)","pour 1 000 personnes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tps00012&plugin=1","2013","","Cet indicateur présente le ratio entre le nombre de mariages et la population moyenne pour une année donnée. Il est exprimé pour 1 000 habitants. <br>Le mariage est l’acte, la cérémonie ou le processus par lequel la relation juridique entre deux époux est constituée. La légalité de l’union peut être établie par des moyens civils, religieux ou autres, en fonction des lois de chaque pays. "
10,1,1,"tps00013","Divorces","Taux de divorce","pour 1 000 personnes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tps00013&plugin=1","2012","","Cet indicateur présente le ratio entre le nombre de divorces et la population moyenne pour une année donnée. Il est exprimé pour 1 000 habitants. <br>Le divorce est la dissolution juridique définitive (fin) d’un mariage, conformément aux lois de chaque pays. Le divorce est autorisé dans tous les États membres de l’Union européenne. "
10,1,1,"tps00025-1","Espérance de vie: hommes","Espérance de vie à la naissance: hommes","années","sex:M","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=2&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tps00025&plugin=1","2013","","Cet indicateur présente le nombre moyen d’années qu’un nouveau-né de sexe masculin peut espérer vivre dans l’hypothèse d’un maintien des conditions actuelles de mortalité durant toute sa vie."
10,1,1,"tps00025-2","Espérance de vie: femmes","Espérance de vie à la naissance: femmes","années","sex:F","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=3&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tps00025&plugin=1","2013","","Cet indicateur présente le nombre moyen d’années qu’un nouveau-né de sexe féminin peut espérer vivre dans l’hypothèse d’un maintien des conditions actuelles de mortalité durant toute sa vie."
10,1,1,"tps00027","Mortalité infantile","Mortalité infantile ","pour 1 000 naissances vivantes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tps00027&plugin=1","2013","","Cet indicateur présente le rapport entre le nombre de décès d’enfants de moins d’un an et le nombre de naissances vivantes au cours de l’année de référence. Il est exprimé pour 1 000 naissances vivantes. "
10,1,1,"tsdpc510","Personnes par ménage","Nombre moyen de personnes par ménage","personnes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tsdpc510&plugin=1","2014","","L’indicateur présente le nombre moyen de personnes vivant dans des ménages privés. <br>Un ménage privé est une entité ayant des aménagements communs, partageant les dépenses ou les besoins quotidiens et vivant dans une résidence commune. "
10,1,1,"ilc_lvps08-1","Hommes vivant avec leurs parents","Hommes âgés de 18 à 34 ans vivant avec leurs parents","% de la population totale âgée de 18 à 34 ans ","sex:M|age:Y18-34","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-207342_QID_44320CBA_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BSEX,L,Z,0%3BAGE,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-207342SEX,M%3BDS-207342AGE,Y18-34%3BDS-207342INDICATORS,OBS_FLAG%3B&rankName1=AGE_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=SEX_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente la proportion de jeunes hommes âgés de 18 à 34 ans vivant avec (un de) leurs parents dans un ménage commun, exprimée en % de la population totale du même groupe d’âge. "
10,1,1,"ilc_lvps08-2","Femmes vivant avec leurs parents","Femmes âgées de 18 à 34 ans vivant avec leurs parents","% de la population totale âgée de 18 à 34 ans ","sex:F|age:Y18-34","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-207342_QID_44AD0D15_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BSEX,L,Z,0%3BAGE,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-207342SEX,M%3BDS-207342AGE,Y18-34%3BDS-207342INDICATORS,OBS_FLAG%3B&rankName1=AGE_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=SEX_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente la proportion de jeunes femmes âgées de 18 à 34 ans vivant avec (un de) leurs parents dans un ménage commun, exprimée en % de la population totale du même groupe d’âge. "
10,1,0,"tps00191","Demandeurs d’asile","Demandeurs d’asile","milliers de personnes","asyl_app:ASY_APP","http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tps00191&language=en","2014","1000","Cet indicateur présente le nombre total de demandeurs d’asile au cours de l’année concernée. <br>On entend par «demandeur d’asile» toute personne qui a déposé une demande de protection internationale ou qui a été incluse dans une telle demande en tant que membre de la famille au cours de la période de référence. Le terme «demande de protection internationale» couvre toute demande de protection internationale, indépendamment du fait que celle-ci ait été introduite lors de l’arrivée à la frontière ou une fois à l’intérieur du pays et indépendamment du fait que la personne ait pénétré sur le territoire légalement (par exemple en tant que touriste) ou illégalement."
10,1,1,"educ_ipart_s","Étudiants","Étudiants de l’enseignement supérieur âgés de 20 à 24 ans ","% de la population totale âgée de 20 à 24 ans","indic_ed:PS03_10|sex:T","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-063179_QID_6E6F81C6_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_ED,L,Z,0%3BSEX,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-063179SEX,T%3BDS-063179INDIC_ED,PS03_10%3BDS-063179INDICATORS,OBS_FLAG%3B&rankName1=INDIC-ED_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=SEX_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2012","","Cet indicateur présente le nombre d’étudiants âgés de 20 à 24 ans inscrits dans l’enseignement supérieur, exprimé en % de la population totale âgée de 20 à 24 ans. <br>L’enseignement supérieur comprend les programmes à orientation universitaire, qui sont en grande partie théoriques, et les programmes à orientation professionnelle, ainsi que les programmes qui conduisent à l’obtention d’un titre de chercheur hautement qualifié (doctorat ou Ph.D.). "
28,2,0,"tour_cap_natc","Places-lits en hébergements touristiques","Places-lits en hébergements touristiques","en milliers","unit:NR|indic_to:A003|nace_r2:I551-I553|terrtypo:TOTAL","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-321774_QID_-5BFB6E1_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_TO,L,Z,0%3BUNIT,L,Z,1%3BNACE_R2,L,Z,2%3BTERRTYPO,L,Z,3%3BINDICATORS,C,Z,4%3B&zSelection=DS-321774INDICATORS,OBS_FLAG%3BDS-321774NACE_R2,I551-I553%3BDS-321774UNIT,NR%3BDS-321774INDIC_TO,A003%3BDS-321774TERRTYPO,CST_A%3B&rankName1=UNIT_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=INDIC-TO_1_2_-1_2&rankName4=NACE-R2_1_2_-1_2&rankName5=TERRTYPO_1_2_0_0&rankName6=TIME_1_0_0_0&rankName7=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","1000","Cet indicateur présente le nombre total de places-lits dans les hôtels, les hébergements touristiques et autres hébergements de courte durée, les terrains de camping et parcs pour caravanes ou véhicules de loisirs. <br>Le nombre de places-lits n’inclut pas les lits supplémentaires pouvant être installés à la demande du client. Le terme «place-lit» s’applique à un lit simple, les lits doubles comptant pour deux places-lits. "
28,2,1,"tin00011","Particuliers n’ayant jamais utilisé l’internet","Particuliers n’ayant jamais utilisé l’internet","% de particuliers âgés de 16 à 74 ans","ind_type:IND_TOTAL","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tin00011&plugin=1","2015","","Cet indicateur présente la proportion de personnes âgées de 16 à 74 ans, exprimée en % de la population totale âgée de 16 à 74 ans, qui n’ont jamais utilisé l’internet."
28,2,1,"tin00089","Services bancaires sur l’internet","Particuliers ayant utilisé l’internet pour des services bancaires
 ","% de particuliers âgés de 16 à 74 ans","unit:PC_HH","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tin00089&plugin=1","2015","","Cet indicateur présente la proportion de ménages ayant un accès à haut débit, exprimée en % de l’ensemble des ménages comptant au moins une personne âgée de 16 à 74 ans dans le pays. <br>La disponibilité du haut débit est mesurée par le pourcentage de ménages pouvant être connectés à un central qui a été adapté à la technologie xDSL, à un réseau câblé qui a été adapté au trafic internet ou à d’autres technologies à large bande. L’indicateur couvre les connexions fixes et mobiles. "
28,2,1,"tin00099","Achats en ligne","Particuliers ayant commandé des biens ou des services sur l'internet","% de particuliers âgés de 16 à 74 ans","ind_type:IND_TOTAL","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tin00099&plugin=1","2015","","Cet indicateur présente la proportion de personnes âgées de 16 à 74 ans, exprimée en % de la population totale âgée de 16 à 74 ans, qui ont utilisé l’internet pour effectuer des opérations bancaires au cours des 3 derniers mois. <br>Les services bancaires sur l’internet incluent les transactions électroniques avec une banque pour le paiement, etc., ou la consultation d’informations concernant le compte. 
"
